date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
04:29:52	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Dec%202025%2001:29:50%20GMT	http://wantsandneeds.com/cdn/shop/files/002_Shaded_Crown.png?crop=center&height=180&v=1752568005&width=180	C:/My%20Web%20Sites/wants%20and%20needs%20brand/wantsandneeds.com/cdn/shop/files/002_Shaded_Crownb1b9.png	(from https://wantsandneeds.com/)
04:29:52	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Dec%202025%2001:29:50%20GMT	http://wantsandneeds.com/cdn/shop/files/002_Shaded_Crown.png?crop=center&height=32&v=1752568005&width=32	C:/My%20Web%20Sites/wants%20and%20needs%20brand/wantsandneeds.com/cdn/shop/files/002_Shaded_Crownbbb7.png	(from https://wantsandneeds.com/)
04:29:52	18765/18765	---M--	200	added ('OK')	image/png	date:Sat,%2008%20Nov%202025%2020:44:00%20GMT	https://wantsandneeds.com/cdn/shop/files/002_Shaded_Crown.png?crop=center&height=180&v=1752568005&width=180	C:/My%20Web%20Sites/wants%20and%20needs%20brand/wantsandneeds.com/cdn/shop/files/002_Shaded_Crownb1b9.png	(from https://wantsandneeds.com/)
04:29:52	2639/2639	---M--	200	added ('OK')	image/png	date:Sat,%2008%20Nov%202025%2022:36:32%20GMT	https://wantsandneeds.com/cdn/shop/files/002_Shaded_Crown.png?crop=center&height=32&v=1752568005&width=32	C:/My%20Web%20Sites/wants%20and%20needs%20brand/wantsandneeds.com/cdn/shop/files/002_Shaded_Crownbbb7.png	(from https://wantsandneeds.com/)
04:29:52	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Dec%202025%2001:29:51%20GMT	http://wantsandneeds.com/cdn/shop/files/002_Shaded_Crown.png?crop=center&height=194&v=1752568005&width=194	C:/My%20Web%20Sites/wants%20and%20needs%20brand/wantsandneeds.com/cdn/shop/files/002_Shaded_Crown29a4.png	(from https://wantsandneeds.com/)
04:29:52	20755/20755	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Oct%202025%2018:42:12%20GMT	https://wantsandneeds.com/cdn/shop/files/002_Shaded_Crown.png?crop=center&height=194&v=1752568005&width=194	C:/My%20Web%20Sites/wants%20and%20needs%20brand/wantsandneeds.com/cdn/shop/files/002_Shaded_Crown29a4.png	(from https://wantsandneeds.com/)
04:29:53	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Dec%202025%2001:29:51%20GMT	http://wantsandneeds.com/cdn/shop/files/002_Shaded_Crown.png?crop=center&height=192&v=1752568005&width=192	C:/My%20Web%20Sites/wants%20and%20needs%20brand/wantsandneeds.com/cdn/shop/files/002_Shaded_Crown1080.png	(from https://wantsandneeds.com/)
04:29:54	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Dec%202025%2001:29:52%20GMT	http://wantsandneeds.com/cdn/shop/files/002_Shaded_Crown.png?crop=center&height=16&v=1752568005&width=16	C:/My%20Web%20Sites/wants%20and%20needs%20brand/wantsandneeds.com/cdn/shop/files/002_Shaded_Crown1079.png	(from https://wantsandneeds.com/)
04:29:54	20396/20396	---M--	200	added ('OK')	image/png	date:Wed,%2013%20Aug%202025%2000:30:14%20GMT	https://wantsandneeds.com/cdn/shop/files/002_Shaded_Crown.png?crop=center&height=192&v=1752568005&width=192	C:/My%20Web%20Sites/wants%20and%20needs%20brand/wantsandneeds.com/cdn/shop/files/002_Shaded_Crown1080.png	(from https://wantsandneeds.com/)
04:29:54	1340/1340	---M--	200	added ('OK')	image/png	date:Sat,%2008%20Nov%202025%2023:18:56%20GMT	https://wantsandneeds.com/cdn/shop/files/002_Shaded_Crown.png?crop=center&height=16&v=1752568005&width=16	C:/My%20Web%20Sites/wants%20and%20needs%20brand/wantsandneeds.com/cdn/shop/files/002_Shaded_Crown1079.png	(from https://wantsandneeds.com/)
04:29:54	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Dec%202025%2001:29:53%20GMT	http://wantsandneeds.com/cdn/fonts/karla/karla_n7.4358a847d4875593d69cfc3f8cc0b44c17b3ed03.woff2	C:/My%20Web%20Sites/wants%20and%20needs%20brand/wantsandneeds.com/cdn/fonts/karla/karla_n7.4358a847d4875593d69cfc3f8cc0b44c17b3ed03.woff2	(from https://wantsandneeds.com/)
04:29:54	13644/13644	---M--	200	added ('OK')	font/woff2	date:Wed,%2005%20Nov%202025%2006:50:24%20GMT	https://wantsandneeds.com/cdn/fonts/karla/karla_n7.4358a847d4875593d69cfc3f8cc0b44c17b3ed03.woff2	C:/My%20Web%20Sites/wants%20and%20needs%20brand/wantsandneeds.com/cdn/fonts/karla/karla_n7.4358a847d4875593d69cfc3f8cc0b44c17b3ed03.woff2	(from https://wantsandneeds.com/)
04:29:55	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Dec%202025%2001:29:53%20GMT	http://wantsandneeds.com/cdn/fonts/karla/karla_n4.40497e07df527e6a50e58fb17ef1950c72f3e32c.woff2	C:/My%20Web%20Sites/wants%20and%20needs%20brand/wantsandneeds.com/cdn/fonts/karla/karla_n4.40497e07df527e6a50e58fb17ef1950c72f3e32c.woff2	(from https://wantsandneeds.com/)
04:29:55	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Dec%202025%2001:29:53%20GMT	http://wantsandneeds.com/cdn/shop/files/Logos_29_bbc20f02-1a77-4e5f-a31f-fb80a9495e37_3.png?v=1752567497	C:/My%20Web%20Sites/wants%20and%20needs%20brand/wantsandneeds.com/cdn/shop/files/Logos_29_bbc20f02-1a77-4e5f-a31f-fb80a9495e37_30bd2.png	(from https://wantsandneeds.com/)
04:29:55	13408/13408	---M--	200	added ('OK')	font/woff2	date:Thu,%2030%20Oct%202025%2010:37:13%20GMT	https://wantsandneeds.com/cdn/fonts/karla/karla_n4.40497e07df527e6a50e58fb17ef1950c72f3e32c.woff2	C:/My%20Web%20Sites/wants%20and%20needs%20brand/wantsandneeds.com/cdn/fonts/karla/karla_n4.40497e07df527e6a50e58fb17ef1950c72f3e32c.woff2	(from https://wantsandneeds.com/)
04:29:56	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Dec%202025%2001:29:54%20GMT	http://wantsandneeds.com/cdn/fonts/karla/karla_n7.96e322f6d76ce794f25fa29e55d6997c3fb656b6.woff	C:/My%20Web%20Sites/wants%20and%20needs%20brand/wantsandneeds.com/cdn/fonts/karla/karla_n7.96e322f6d76ce794f25fa29e55d6997c3fb656b6.woff	(from https://wantsandneeds.com/)
04:29:56	23930/23930	---M--	200	added ('OK')	image/png	date:Sat,%2008%20Nov%202025%2019:54:45%20GMT	https://wantsandneeds.com/cdn/shop/files/Logos_29_bbc20f02-1a77-4e5f-a31f-fb80a9495e37_3.png?v=1752567497	C:/My%20Web%20Sites/wants%20and%20needs%20brand/wantsandneeds.com/cdn/shop/files/Logos_29_bbc20f02-1a77-4e5f-a31f-fb80a9495e37_30bd2.png	(from https://wantsandneeds.com/)
04:29:56	13616/13616	---M--	200	added ('OK')	font/woff2	date:Mon,%2003%20Nov%202025%2009:45:42%20GMT	https://wantsandneeds.com/cdn/fonts/karla/karla_n7.96e322f6d76ce794f25fa29e55d6997c3fb656b6.woff	C:/My%20Web%20Sites/wants%20and%20needs%20brand/wantsandneeds.com/cdn/fonts/karla/karla_n7.96e322f6d76ce794f25fa29e55d6997c3fb656b6.woff	(from https://wantsandneeds.com/)
04:29:57	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Dec%202025%2001:29:55%20GMT	http://wantsandneeds.com/cdn/fonts/karla/karla_n4.e9f6f9de321061073c6bfe03c28976ba8ce6ee18.woff	C:/My%20Web%20Sites/wants%20and%20needs%20brand/wantsandneeds.com/cdn/fonts/karla/karla_n4.e9f6f9de321061073c6bfe03c28976ba8ce6ee18.woff	(from https://wantsandneeds.com/)
04:29:58	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Dec%202025%2001:29:56%20GMT	http://wantsandneeds.com/cdn/fonts/karla/karla_n8.b4b2fb2fd7c9e5cd3f943a09498004ad5459f5e6.woff2	C:/My%20Web%20Sites/wants%20and%20needs%20brand/wantsandneeds.com/cdn/fonts/karla/karla_n8.b4b2fb2fd7c9e5cd3f943a09498004ad5459f5e6.woff2	(from https://wantsandneeds.com/)
04:29:58	13364/13364	---M--	200	added ('OK')	font/woff2	date:Sat,%2008%20Nov%202025%2020:34:38%20GMT	https://wantsandneeds.com/cdn/fonts/karla/karla_n4.e9f6f9de321061073c6bfe03c28976ba8ce6ee18.woff	C:/My%20Web%20Sites/wants%20and%20needs%20brand/wantsandneeds.com/cdn/fonts/karla/karla_n4.e9f6f9de321061073c6bfe03c28976ba8ce6ee18.woff	(from https://wantsandneeds.com/)
04:29:58	13456/13456	---M--	200	added ('OK')	font/woff2	date:Sun,%2009%20Nov%202025%2000:20:36%20GMT	https://wantsandneeds.com/cdn/fonts/karla/karla_n8.b4b2fb2fd7c9e5cd3f943a09498004ad5459f5e6.woff2	C:/My%20Web%20Sites/wants%20and%20needs%20brand/wantsandneeds.com/cdn/fonts/karla/karla_n8.b4b2fb2fd7c9e5cd3f943a09498004ad5459f5e6.woff2	(from https://wantsandneeds.com/)
04:29:58	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Dec%202025%2001:29:56%20GMT	http://wantsandneeds.com/cdn/fonts/karla/karla_n8.f6a57bef4fdcaa31fffd290e403b010f69897424.woff	C:/My%20Web%20Sites/wants%20and%20needs%20brand/wantsandneeds.com/cdn/fonts/karla/karla_n8.f6a57bef4fdcaa31fffd290e403b010f69897424.woff	(from https://wantsandneeds.com/)
04:29:58	13404/13404	---M--	200	added ('OK')	font/woff2	date:Thu,%2030%20Oct%202025%2013:23:04%20GMT	https://wantsandneeds.com/cdn/fonts/karla/karla_n8.f6a57bef4fdcaa31fffd290e403b010f69897424.woff	C:/My%20Web%20Sites/wants%20and%20needs%20brand/wantsandneeds.com/cdn/fonts/karla/karla_n8.f6a57bef4fdcaa31fffd290e403b010f69897424.woff	(from https://wantsandneeds.com/)
04:29:59	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Dec%202025%2001:29:57%20GMT	http://wantsandneeds.com/cdn/fonts/karla/karla_i4.2086039c16bcc3a78a72a2f7b471e3c4a7f873a6.woff2	C:/My%20Web%20Sites/wants%20and%20needs%20brand/wantsandneeds.com/cdn/fonts/karla/karla_i4.2086039c16bcc3a78a72a2f7b471e3c4a7f873a6.woff2	(from https://wantsandneeds.com/)
04:30:00	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Dec%202025%2001:29:58%20GMT	http://wantsandneeds.com/cdn/fonts/karla/karla_i4.7b9f59841a5960c16fa2a897a0716c8ebb183221.woff	C:/My%20Web%20Sites/wants%20and%20needs%20brand/wantsandneeds.com/cdn/fonts/karla/karla_i4.7b9f59841a5960c16fa2a897a0716c8ebb183221.woff	(from https://wantsandneeds.com/)
04:30:00	14172/14172	---M--	200	added ('OK')	font/woff2	date:Thu,%2027%20Nov%202025%2015:18:56%20GMT	https://wantsandneeds.com/cdn/fonts/karla/karla_i4.2086039c16bcc3a78a72a2f7b471e3c4a7f873a6.woff2	C:/My%20Web%20Sites/wants%20and%20needs%20brand/wantsandneeds.com/cdn/fonts/karla/karla_i4.2086039c16bcc3a78a72a2f7b471e3c4a7f873a6.woff2	(from https://wantsandneeds.com/)
04:30:00	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Dec%202025%2001:29:58%20GMT	http://wantsandneeds.com/cdn/fonts/karla/karla_i7.fe031cd65d6e02906286add4f6dda06afc2615f0.woff2	C:/My%20Web%20Sites/wants%20and%20needs%20brand/wantsandneeds.com/cdn/fonts/karla/karla_i7.fe031cd65d6e02906286add4f6dda06afc2615f0.woff2	(from https://wantsandneeds.com/)
04:30:00	14160/14160	---M--	200	added ('OK')	font/woff2	date:Sat,%2008%20Nov%202025%2022:32:50%20GMT	https://wantsandneeds.com/cdn/fonts/karla/karla_i4.7b9f59841a5960c16fa2a897a0716c8ebb183221.woff	C:/My%20Web%20Sites/wants%20and%20needs%20brand/wantsandneeds.com/cdn/fonts/karla/karla_i4.7b9f59841a5960c16fa2a897a0716c8ebb183221.woff	(from https://wantsandneeds.com/)
04:30:00	14732/14732	---M--	200	added ('OK')	font/woff2	date:Sat,%2001%20Nov%202025%2010:42:04%20GMT	https://wantsandneeds.com/cdn/fonts/karla/karla_i7.fe031cd65d6e02906286add4f6dda06afc2615f0.woff2	C:/My%20Web%20Sites/wants%20and%20needs%20brand/wantsandneeds.com/cdn/fonts/karla/karla_i7.fe031cd65d6e02906286add4f6dda06afc2615f0.woff2	(from https://wantsandneeds.com/)
04:30:01	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Dec%202025%2001:29:59%20GMT	http://wantsandneeds.com/cdn/fonts/karla/karla_i7.816d4949fa7f7d79314595d7003eda5b44e959e3.woff	C:/My%20Web%20Sites/wants%20and%20needs%20brand/wantsandneeds.com/cdn/fonts/karla/karla_i7.816d4949fa7f7d79314595d7003eda5b44e959e3.woff	(from https://wantsandneeds.com/)
04:30:01	14692/14692	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Nov%202025%2007:51:48%20GMT	https://wantsandneeds.com/cdn/fonts/karla/karla_i7.816d4949fa7f7d79314595d7003eda5b44e959e3.woff	C:/My%20Web%20Sites/wants%20and%20needs%20brand/wantsandneeds.com/cdn/fonts/karla/karla_i7.816d4949fa7f7d79314595d7003eda5b44e959e3.woff	(from https://wantsandneeds.com/)
04:30:01	4087/4087	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2014%20Dec%202025%2001:30:00%20GMT	https://wantsandneeds.com/checkouts/internal/preloads.js?locale=en-TR	C:/My%20Web%20Sites/wants%20and%20needs%20brand/wantsandneeds.com/checkouts/internal/preloadsebdb.js	(from https://wantsandneeds.com/)
04:30:02	0/0	---M--	200	added ('OK')	application/javascript	date:Sun,%2014%20Dec%202025%2001:30:00%20GMT	https://shop.app/checkouts/internal/preloads.js?locale=en-TR&shop_id=66284388503	C:/My%20Web%20Sites/wants%20and%20needs%20brand/shop.app/checkouts/internal/preloads.29d447.delayed	(from https://wantsandneeds.com/)
04:30:02	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Dec%202025%2001:30:00%20GMT	http://wantsandneeds.com/cdn/shopifycloud/shop-js/modules/v2/client.init-shop-cart-sync_dlpDe4U9.en.esm.js	C:/My%20Web%20Sites/wants%20and%20needs%20brand/wantsandneeds.com/cdn/shopifycloud/shop-js/modules/v2/client.init-shop-cart-sync_dlpDe4U9.en.esm.js	(from https://wantsandneeds.com/)
04:30:02	959/959	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2010%20Dec%202025%2022:30:21%20GMT	https://wantsandneeds.com/cdn/shopifycloud/shop-js/modules/v2/client.init-shop-cart-sync_dlpDe4U9.en.esm.js	C:/My%20Web%20Sites/wants%20and%20needs%20brand/wantsandneeds.com/cdn/shopifycloud/shop-js/modules/v2/client.init-shop-cart-sync_dlpDe4U9.en.esm.js	(from https://wantsandneeds.com/)
04:30:02	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Dec%202025%2001:30:01%20GMT	http://wantsandneeds.com/cdn/shopifycloud/shop-js/modules/v2/chunk.common_FunKbpTJ.esm.js	C:/My%20Web%20Sites/wants%20and%20needs%20brand/wantsandneeds.com/cdn/shopifycloud/shop-js/modules/v2/chunk.common_FunKbpTJ.esm.js	(from https://wantsandneeds.com/)
04:30:03	141358/141358	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2010%20Dec%202025%2022:30:21%20GMT	https://wantsandneeds.com/cdn/shopifycloud/shop-js/modules/v2/chunk.common_FunKbpTJ.esm.js	C:/My%20Web%20Sites/wants%20and%20needs%20brand/wantsandneeds.com/cdn/shopifycloud/shop-js/modules/v2/chunk.common_FunKbpTJ.esm.js	(from https://wantsandneeds.com/)
04:30:03	0/0	---M--	404	error ('Not%20Found')	text/javascript	etag:%22cacheable:57d31fa2427ef24d83532456dc65e075%22	https://wantsandneeds.com/modules/v2/chunk.common_FunKbpTJ.esm.js	C:/My%20Web%20Sites/wants%20and%20needs%20brand/wantsandneeds.com/modules/v2/chunk.common_FunKbpTJ.esm.js	(from https://wantsandneeds.com/)
04:30:03	0/0	---M--	404	error ('Not%20Found')	text/javascript	etag:%22cacheable:57d31fa2427ef24d83532456dc65e075%22	https://wantsandneeds.com/modules/v2/client.shop-login-button_C3-NmE42.en.esm.js	C:/My%20Web%20Sites/wants%20and%20needs%20brand/wantsandneeds.com/modules/v2/client.shop-login-button_C3-NmE42.en.esm.js	(from https://wantsandneeds.com/)
04:30:04	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Dec%202025%2001:30:02%20GMT	http://wantsandneeds.com/cdn/shopifycloud/storefront/assets/storefront/load_feature-81c60534.js	C:/My%20Web%20Sites/wants%20and%20needs%20brand/wantsandneeds.com/cdn/shopifycloud/storefront/assets/storefront/load_feature-81c60534.31.delayed	(from https://wantsandneeds.com/)
04:30:04	9652/9652	---MCZ	200	added ('OK')	text/javascript	date:Sat,%2008%20Nov%202025%2022:45:46%20GMT	https://cdn.shopify.com/shopifycloud/storefront-forms-hcaptcha/ce_storefront_forms_captcha_hcaptcha.v1.5.2.iife.js	C:/My%20Web%20Sites/wants%20and%20needs%20brand/cdn.shopify.com/shopifycloud/storefront-forms-hcaptcha/ce_storefront_forms_captcha_hcaptcha.v1.5.2.iife.js	(from https://wantsandneeds.com/)
04:30:04	13334/13334	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2029%20Oct%202025%2012:17:45%20GMT	https://wantsandneeds.com/cdn/shopifycloud/storefront/assets/storefront/load_feature-81c60534.js	C:/My%20Web%20Sites/wants%20and%20needs%20brand/wantsandneeds.com/cdn/shopifycloud/storefront/assets/storefront/load_feature-81c60534.js	(from https://wantsandneeds.com/)
04:30:05	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Dec%202025%2001:30:03%20GMT	http://wantsandneeds.com/cdn/shopifycloud/storefront/assets/shopify_pay/storefront-65b4c6d7.js?v=20250812	C:/My%20Web%20Sites/wants%20and%20needs%20brand/wantsandneeds.com/cdn/shopifycloud/storefront/assets/shopify_pay/storefront-65b4c6d75501.js	(from https://wantsandneeds.com/)
04:30:05	78733/78733	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2023%20Nov%202025%2006:25:36%20GMT	https://wantsandneeds.com/cdn/shopifycloud/storefront/assets/shopify_pay/storefront-65b4c6d7.js?v=20250812	C:/My%20Web%20Sites/wants%20and%20needs%20brand/wantsandneeds.com/cdn/shopifycloud/storefront/assets/shopify_pay/storefront-65b4c6d75501.js	(from https://wantsandneeds.com/)
04:30:05	351123/351123	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2014%20Dec%202025%2001:26:47%20GMT	https://wantsandneeds.com/cdn/shopifycloud/portable-wallets/latest/portable-wallets.en.js	C:/My%20Web%20Sites/wants%20and%20needs%20brand/wantsandneeds.com/cdn/shopifycloud/portable-wallets/latest/portable-wallets.en.js	(from https://wantsandneeds.com/)
04:30:05	87217/87217	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2014%20Dec%202025%2000:28:08%20GMT	https://wantsandneeds.com/cdn/shopifycloud/privacy-banner/storefront-banner.js	C:/My%20Web%20Sites/wants%20and%20needs%20brand/wantsandneeds.com/cdn/shopifycloud/privacy-banner/storefront-banner.js	(from https://wantsandneeds.com/)
04:30:07	13882/13882	---MCZ	200	added ('OK')	text/css	date:Sun,%2014%20Dec%202025%2001:22:14%20GMT	https://wantsandneeds.com/cdn/shopifycloud/portable-wallets/latest/accelerated-checkout-backwards-compat.css	C:/My%20Web%20Sites/wants%20and%20needs%20brand/wantsandneeds.com/cdn/shopifycloud/portable-wallets/latest/accelerated-checkout-backwards-compat.css	(from https://wantsandneeds.com/)
04:30:07	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Dec%202025%2001:30:04%20GMT	http://wantsandneeds.com/cdn/shop/t/18/assets/eventBus.js?v=100401504747444416941758233410	C:/My%20Web%20Sites/wants%20and%20needs%20brand/wantsandneeds.com/cdn/shop/t/18/assets/eventBus.3843fc.delayed	(from https://wantsandneeds.com/)
04:30:07	458/458	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2017%20Oct%202025%2016:49:05%20GMT	https://wantsandneeds.com/cdn/shop/t/18/assets/eventBus.js?v=100401504747444416941758233410	C:/My%20Web%20Sites/wants%20and%20needs%20brand/wantsandneeds.com/cdn/shop/t/18/assets/eventBus43fc.js	(from https://wantsandneeds.com/)
04:30:08	117135/117135	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22cacheable:8e25f32db03d0805fdc9b030422092ef%22	https://wantsandneeds.com/window.location	C:/My%20Web%20Sites/wants%20and%20needs%20brand/wantsandneeds.com/window.location	(from https://wantsandneeds.com/)
04:30:08	16545/16545	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2004%20Dec%202025%2008:31:23%20GMT	https://cdn.shopify.com/extensions/019ae87c-aae0-76a7-9670-4feea5a1ac85/pagefly-page-builder-201/assets/pagefly-helper.js	C:/My%20Web%20Sites/wants%20and%20needs%20brand/cdn.shopify.com/extensions/019ae87c-aae0-76a7-9670-4feea5a1ac85/pagefly-page-builder-201/assets/pagefly-helper.js	(from https://wantsandneeds.com/)
04:30:09	25381/25381	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2005%20Dec%202025%2006:17:09%20GMT	https://cdn.shopify.com/extensions/019ae87c-aae0-76a7-9670-4feea5a1ac85/pagefly-page-builder-201/assets/pagefly-general-helper.js	C:/My%20Web%20Sites/wants%20and%20needs%20brand/cdn.shopify.com/extensions/019ae87c-aae0-76a7-9670-4feea5a1ac85/pagefly-page-builder-201/assets/pagefly-general-helper.js	(from https://wantsandneeds.com/)
04:30:09	24267/24267	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2004%20Dec%202025%2008:31:23%20GMT	https://cdn.shopify.com/extensions/019ae87c-aae0-76a7-9670-4feea5a1ac85/pagefly-page-builder-201/assets/pagefly-snap-slider.js	C:/My%20Web%20Sites/wants%20and%20needs%20brand/cdn.shopify.com/extensions/019ae87c-aae0-76a7-9670-4feea5a1ac85/pagefly-page-builder-201/assets/pagefly-snap-slider.js	(from https://wantsandneeds.com/)
04:30:09	9334/9334	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2004%20Dec%202025%2008:31:23%20GMT	https://cdn.shopify.com/extensions/019ae87c-aae0-76a7-9670-4feea5a1ac85/pagefly-page-builder-201/assets/pagefly-slideshow-v3.js	C:/My%20Web%20Sites/wants%20and%20needs%20brand/cdn.shopify.com/extensions/019ae87c-aae0-76a7-9670-4feea5a1ac85/pagefly-page-builder-201/assets/pagefly-slideshow-v3.js	(from https://wantsandneeds.com/)
04:30:10	9228/9228	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2004%20Dec%202025%2008:31:23%20GMT	https://cdn.shopify.com/extensions/019ae87c-aae0-76a7-9670-4feea5a1ac85/pagefly-page-builder-201/assets/pagefly-slideshow-v4.js	C:/My%20Web%20Sites/wants%20and%20needs%20brand/cdn.shopify.com/extensions/019ae87c-aae0-76a7-9670-4feea5a1ac85/pagefly-page-builder-201/assets/pagefly-slideshow-v4.js	(from https://wantsandneeds.com/)
